date,team,opponent,is_home,home_team,arena,city,capacity,lon,lat,distance,distance_km,distance_mi
2023-03-21,Seattle Kraken,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,2706637.1353579466,2706.6,1681.8
2023-03-23,Seattle Kraken,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,993456.2867977842,993.5,617.3
2023-03-25,Seattle Kraken,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,0,0,0
2023-03-27,Seattle Kraken,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1113756.3354852085,1113.8,692.1
2023-03-30,Seattle Kraken,Anaheim Ducks,1,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,2256547.3237129045,2256.5,1402.2
2023-04-01,Seattle Kraken,Los Angeles Kings,1,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,0,0,0
2023-04-03,Seattle Kraken,Arizona Coyotes,1,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,0,0,0
2023-04-04,Seattle Kraken,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,192556.2473019846,192.6,119.6
2023-04-06,Seattle Kraken,Arizona Coyotes,1,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,192556.2473019846,192.6,119.6
2023-04-08,Seattle Kraken,Chicago Blackhawks,1,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,0,0,0
2023-04-10,Seattle Kraken,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1806277.2664191627,1806.3,1122.4
2023-04-11,Seattle Kraken,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,420963.1606222841,421,261.6
2023-04-13,Seattle Kraken,Vegas Golden Knights,1,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,1412077.1095373845,1412.1,877.4
2022-10-06,St. Louis Blues,none,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,NA,NA,NA
2022-10-15,St. Louis Blues,Columbus Blue Jackets,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-10-19,St. Louis Blues,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,2773272.4091831096,2773.3,1723.2
2022-10-22,St. Louis Blues,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,908013.9140014035,908,564.2
2022-10-24,St. Louis Blues,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,1195678.7704105943,1195.7,743
2022-10-26,St. Louis Blues,Edmonton Oilers,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1369311.8556424344,1369.3,850.9
2022-10-27,St. Louis Blues,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,408807.80942113686,408.8,254
2022-10-29,St. Louis Blues,Montreal Canadiens,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,408807.80942113686,408.8,254
2022-10-31,St. Louis Blues,Los Angeles Kings,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-11-03,St. Louis Blues,New York Islanders,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-11-07,St. Louis Blues,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,1668922.558209487,1668.9,1037
2022-11-08,St. Louis Blues,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,440398.51690118865,440.4,273.7
2022-11-10,St. Louis Blues,San Jose Sharks,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1301641.8363675447,1301.6,808.8
2022-11-12,St. Louis Blues,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,2220548.596331989,2220.5,1379.8
2022-11-14,St. Louis Blues,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,980170.3126447948,980.2,609.1
2022-11-16,St. Louis Blues,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1476866.9783539837,1476.9,917.7
2022-11-17,St. Louis Blues,Washington Capitals,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,421075.9873636416,421.1,261.6
2022-11-19,St. Louis Blues,Anaheim Ducks,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-11-21,St. Louis Blues,Anaheim Ducks,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-11-23,St. Louis Blues,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,1064574.41413907,1064.6,661.5
2022-11-25,St. Louis Blues,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,1693167.8750729987,1693.2,1052.1
2022-11-26,St. Louis Blues,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2022-11-28,St. Louis Blues,Dallas Stars,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1667422.8609509165,1667.4,1036.1
2022-12-01,St. Louis Blues,Carolina Hurricanes,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-12-03,St. Louis Blues,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,899203.3544444883,899.2,558.7
2022-12-05,St. Louis Blues,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,507923.0910294046,507.9,315.6
2022-12-06,St. Louis Blues,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,22964.611563847666,23,14.3
2022-12-08,St. Louis Blues,Winnipeg Jets,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1428587.0624576826,1428.6,887.7
2022-12-11,St. Louis Blues,Colorado Avalanche,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-12-12,St. Louis Blues,Nashville Predators,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-12-15,St. Louis Blues,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,2427449.670231661,2427.4,1508.4
2022-12-16,St. Louis Blues,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,281894.74037509563,281.9,175.2
2022-12-19,St. Louis Blues,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,674474.179510419,674.5,419.1
2022-12-20,St. Louis Blues,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,192556.2473019846,192.6,119.6
2022-12-23,St. Louis Blues,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,1412077.1095373845,1412.1,877.4
2022-12-25,St. Louis Blues,none,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,2220548.596331989,2220.5,1379.8
2022-12-27,St. Louis Blues,Toronto Maple Leafs,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-12-29,St. Louis Blues,Chicago Blackhawks,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2022-12-31,St. Louis Blues,Minnesota Wild,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2023-01-03,St. Louis Blues,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,1064219.3070697994,1064.2,661.3
2023-01-05,St. Louis Blues,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,537830.9037775648,537.8,334.2
2023-01-07,St. Louis Blues,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,532407.9979385313,532.4,330.8
2023-01-08,St. Louis Blues,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1528897.499334116,1528.9,950
2023-01-10,St. Louis Blues,Calgary Flames,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,743137.7663077692,743.1,461.8
2023-01-12,St. Louis Blues,Calgary Flames,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2023-01-14,St. Louis Blues,Tampa Bay Lightning,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2023-01-16,St. Louis Blues,Ottawa Senators,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2023-01-19,St. Louis Blues,Nashville Predators,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2023-01-21,St. Louis Blues,Chicago Blackhawks,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2023-01-24,St. Louis Blues,Buffalo Sabres,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
2023-01-26,St. Louis Blues,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2034287.312689074,2034.3,1264.1
2023-01-28,St. Louis Blues,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,936540.704891935,936.5,581.9
2023-01-30,St. Louis Blues,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,1287014.56972819,1287,799.7
2023-02-04,St. Louis Blues,none,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1369311.8556424344,1369.3,850.9
2023-02-11,St. Louis Blues,Arizona Coyotes,1,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,0,0,0
